id,category_id,en,pronunciation_si,meaning_si,level
im-slammed,s-everyday-conversations,I'm slammed.,අයිම් ස්ලෑම්ඩ්,මට වැඩ ගොඩ ගැහිලා.,beginner
its-going-to-be-a-long,s-everyday-conversations,It's going to be a long day.,ඉට්ස් ගෝයින් ටු බී අ ලෝන්ග් ඩේ,අද දවස දිගට යන වැඩ දවසක් වගේ.,intermediate
ive-got-my-hands-full,s-everyday-conversations,I've got my hands full.,අයිව් ගොට් මයි හැන්ඩ්ස් ෆුල්,මට දැන් වැඩ ගොඩක් තියෙනවා.,beginner
let-me-take-a-look,s-everyday-conversations,Let me take a look.,ලෙට් මී ටේක් අ ලුක්,මට බලන්න දෙන්න.,beginner
let-me-check,s-everyday-conversations,Let me check.,ලෙට් මී චෙක්,මම බලන්නම්.,beginner
ill-look-into-it,s-everyday-conversations,I'll look into it.,අයිල් ලුක් ඉන්ටු ඉට්,මම ඒ ගැන හොයලා බලන්නම්.,beginner
ill-get-on-it,s-everyday-conversations,I'll get on it.,අයිල් ගෙට් ඔන් ඉට්,මම ඒ වැඩේ දැන්ම කරන්නම්.,beginner
im-on-it,s-everyday-conversations,I'm on it.,අයිම් ඔන් ඉට්,මම ඒක කරගෙන යනවා.,beginner
ive-got-it-covered,s-everyday-conversations,I've got it covered.,අයිව් ගොට් ඉට් කවර්ඩ්,ඒක ගැන මම බලාගන්නම්.,beginner
consider-it-done,s-everyday-conversations,Consider it done.,කන්සිඩර් ඉට් ඩන්,ඒක කළා කියලා හිතන්න.,beginner
let-me-think-this-through,s-everyday-conversations,Let me think this through.,ලෙට් මී තිංක් දිස් ත්‍රූ,මේක හොඳට හිතලා බලන්න දෙන්න.,beginner
give-me-a-minute-to-process,s-everyday-conversations,Give me a minute to process that.,ගිව් මී අ මිනිට් ටු ප්‍රොසෙස් දැට්,ඒක ටිකක් හිතලා තේරුම් ගන්න මට වෙලාවක් දෙන්න.,intermediate
i-see-your-point,s-everyday-conversations,I see your point.,අයි සී යෝර් පොයින්ට්,ඔයා කියන අදහස මට තේරෙනවා.,beginner
im-with-you-on-that,s-everyday-conversations,I'm with you on that.,අයිම් විත් යූ ඔන් දැට්,ඒ ගැන මමත් ඔයා එක්ක එකඟයි.,beginner
im-not-so-sure-about-that,s-everyday-conversations,I'm not so sure about that.,අයිම් නොට් සෝ ෂුවර් අබවුට් දැට්,ඒ ගැන නම් මට එච්චර විශ්වාස නෑ.,intermediate
no-big-deal,s-business,No big deal.,නෝ බිග් ඩීල්,ලොකු දෙයක් නෙවෙයි.,beginner
its-not-the-end-of-the,s-everyday-conversations,It's not the end of the world.,ඉට්ස් නොට් දි එන්ඩ් ඔෆ් ද වර්ල්ඩ්,ඒක එච්චර විශාල ප්‍රශ්නයක් නෙවෙයි.,intermediate
well-make-it-work,s-work-office,We'll make it work.,වීල් මේක් ඉට් වර්ක්,කොහොමහරි මේක හරියට කරගමු.,beginner
lets-take-it-from-there,s-everyday-conversations,Let's take it from there.,ලෙට්ස් ටේක් ඉට් ෆ්‍රම් දෙයාර්,එතනින් පස්සේ ඉදිරිය බලමු.,beginner
hows-your-day-going,s-asking-questions,How's your day going?,හව්ස් යෝර් ඩේ ගෝයින්?,අද දවස කොහොමද යන්නේ?,beginner
its-been-hectic,s-everyday-conversations,It's been hectic.,ඉට්ස් බීන් හෙක්ටික්,අද හරිම කලබලයි.,beginner
things-have-been-crazy,s-everyday-conversations,Things have been crazy.,තිංග්ස් හැව් බීන් ක්‍රේසි,වැඩ ටික හරිම කලබලකාරී.,beginner
ive-been-running-around-all-day,s-everyday-conversations,I've been running around all day.,අයිව් බීන් රනින් අරවුන්ඩ් ඕල් ඩේ,දවසම එහෙ මෙහෙ දුව දුව වැඩ කළා.,intermediate
i-havent-had-a-minute-to,s-everyday-conversations,I haven't had a minute to myself.,අයි හැවන්ට් හැඩ් අ මිනිට් ටු මයිසෙල්ෆ්,මට මගේ වැඩකටවත් විනාඩියක් තිබුණෙ නෑ.,intermediate
im-hanging-in-there,s-everyday-conversations,I'm hanging in there.,අයිම් හැංගින් ඉන් දෙයාර්,කොහොමහරි අල්ලගෙන යනවා.,beginner
im-doing-alright,s-everyday-conversations,I'm doing alright.,අයිම් ඩූයින් ඕල්රයිට්,මම හොඳින් ඉන්නවා.,beginner
not-too-bad,s-everyday-conversations,Not too bad.,නොට් ටූ බැඩ්,එච්චර නරක නෑ.,beginner
pretty-good-actually,s-everyday-conversations,"Pretty good, actually.",ප්‍රිටි ගුඩ් ඇක්චුවලි,ඇත්තටම හොඳයි.,beginner
i-cant-believe-its-only-noon,s-everyday-conversations,I can't believe it's only noon.,අයි කෑන්ට් බිලීව් ඉට්ස් ඕන්ලි නූන්,තාම දවල් 12යි කියලා හිතාගන්න බෑ.,intermediate
the-days-flying-by,s-everyday-conversations,The day's flying by.,ද ඩේස් ෆ්ලයින් බයි,දවස හරි ඉක්මනට ගෙවෙනවා.,beginner
where-did-the-time-go,s-asking-questions,Where did the time go?,වෙයර් ඩිඩ් ද ටයිම් ගෝ?,වෙලාව ගියේ කොහොමද කියලා හිතාගන්න බෑ.,beginner
time-flies,s-everyday-conversations,Time flies.,ටයිම් ෆ්ලයිස්,වෙලාව හරි ඉක්මනට යනවා.,beginner
before-you-know-it-itll-be,s-everyday-conversations,"Before you know it, it'll be evening.","බිෆෝර් යූ නෝ ඉට්, ඉට්ල් බී ඊව්නින්",දන්නෙම නැතුව හවස වෙයි.,intermediate
i-need-a-break,s-everyday-conversations,I need a break.,අයි නීඩ් අ බ්‍රේක්,මට පොඩි විවේකයක් ඕන.,beginner
im-taking-five,s-everyday-conversations,I'm taking five.,අයිම් ටේකින් ෆයිව්,මම විනාඩි කිහිපයක විවේකයක් ගන්නවා.,beginner
lets-take-a-breather,s-everyday-conversations,Let's take a breather.,ලෙට්ස් ටේක් අ බ්‍රීදර්,ටිකක් විවේක ගමු.,beginner
whats-for-lunch,s-restaurants-food,What's for lunch?,වට්ස් ෆෝර් ලන්ච්?,දවල්ට කන්න මොනවද?,beginner
im-getting-hungry,s-everyday-conversations,I'm getting hungry.,අයිම් ගෙටින් හංග්‍රි,මට බඩගිනි වෙමින් එනවා.,beginner
im-absolutely-starving,s-agreeing-disagreeing,I'm absolutely starving.,අයිම් ඇබ්සලූට්ලි ස්ටාර්වින්,මට හොඳටම බඩගිනියි.,beginner
lets-grab-a-bite,s-everyday-conversations,Let's grab a bite.,ලෙට්ස් ග්‍රැබ් අ බයිට්,මොනවාහරි කන්න යමු.,beginner
want-to-grab-lunch,s-restaurants-food,Want to grab lunch?,වොන්ට් ටු ග්‍රැබ් ලන්ච්?,දවල් කෑම කන්න යමුද?,beginner
im-down,s-everyday-conversations,I'm down.,අයිම් ඩවුන්,මම කැමතියි / මම එන්නම්.,beginner
sounds-good-to-me,s-everyday-conversations,Sounds good to me.,සවුන්ඩ්ස් ගුඩ් ටු මී,මට නම් ඒක හොඳයි.,beginner
im-up-for-it,s-everyday-conversations,I'm up for it.,අයිම් අප් ෆෝර් ඉට්,මම ඒකට කැමතියි.,beginner
you-pick,s-everyday-conversations,You pick.,යූ පික්,ඔයා තෝරන්න.,beginner
im-not-picky,s-everyday-conversations,I'm not picky.,අයිම් නොට් පිකි,මට විශේෂයෙන් තෝරාගැනීමක් නෑ.,beginner
whatever-works-for-you,s-everyday-conversations,Whatever works for you.,වට්එවර් වර්ක්ස් ෆෝර් යූ,ඔයාට පහසු දෙයක් කරමු.,beginner
that-looks-good,s-everyday-conversations,That looks good.,දැට් ලුක්ස් ගුඩ්,ඒක රස වගේ පේනවා.,beginner
this-is-really-good,s-everyday-conversations,This is really good.,දිස් ඉස් රියලි ගුඩ්,මේක ඇත්තටම රසයි.,beginner
this-is-so-good,s-everyday-conversations,This is so good.,දිස් ඉස් සෝ ගුඩ්,මේක මාර රසයි.,beginner
youve-got-to-try-this,s-everyday-conversations,You've got to try this.,යූව් ගොට් ටු ට්‍රයි දිස්,ඔයා මේක කාලා බලන්නම ඕන.,beginner
want-a-bite,s-everyday-conversations,Want a bite?,වොන්ට් අ බයිට්?,ටිකක් කනවද?,beginner
im-good-thanks,s-thanking,"I'm good, thanks.","අයිම් ගුඩ්, තෑන්ක්ස්","එපා, ස්තුතියි.",beginner
im-stuffed,s-everyday-conversations,I'm stuffed.,අයිම් ස්ටෆ්ට්,මට හොඳටම බඩ පිරිලා.,beginner
that-really-hit-the-spot,s-everyday-conversations,That really hit the spot.,දැට් රියලි හිට් ද ස්පොට්,ඒ කෑමෙන් හොඳටම බඩ පිරුණා.,beginner
im-ready-for-a-nap-now,s-everyday-conversations,I'm ready for a nap now.,අයිම් රෙඩි ෆෝර් අ නැප් නව්,දැන් නම් පොඩි නින්දක් දාන්න හිතෙනවා.,intermediate
food-comas-kicking-in,s-restaurants-food,Food coma's kicking in.,ෆුඩ් කෝමාස් කිකින් ඉන්,කෑවට පස්සේ හොඳටම නිදිමත එනවා.,beginner
back-to-work,s-work-office,Back to work.,බැක් ටු වර්ක්,ආයෙත් වැඩේට යමු.,beginner
alright-where-were-we,s-everyday-conversations,"Alright, where were we?","ඕල්රයිට්, වෙයර් වර් වී?","හරි, අපි කොතනින්ද නතර කළේ?",beginner
lets-pick-up-where-we-left,s-everyday-conversations,Let's pick up where we left off.,ලෙට්ස් පික් අප් වෙයර් වී ලෙෆ්ට් ඔෆ්,නතර කළ තැනින් ආයෙත් පටන් ගමු.,intermediate
lets-keep-going,s-everyday-conversations,Let's keep going.,ලෙට්ස් කීප් ගෝයින්,දිගටම කරගෙන යමු.,beginner
lets-keep-the-momentum-going,s-everyday-conversations,Let's keep the momentum going.,ලෙට්ස් කීප් ද මොමෙන්ටම් ගෝයින්,මේ වේගය දිගටම තියාගමු.,beginner
almost-there,s-everyday-conversations,Almost there.,ඕල්මෝස්ට් දෙයාර්,තව ටිකයි.,beginner
lets-call-it-done,s-everyday-conversations,Let's call it done.,ලෙට්ස් කෝල් ඉට් ඩන්,මේක ඉවරයි කියලා හිතමු.,beginner
that-should-do-it,s-everyday-conversations,That should do it.,දැට් ෂුඩ් ඩූ ඉට්,ඒකෙන් වැඩේ හරි යයි.,beginner
that-takes-care-of-that,s-everyday-conversations,That takes care of that.,දැට් ටේක්ස් කෙයාර් ඔෆ් දැට්,එහෙනම් ඒ වැඩේ ඉවරයි.,beginner
glad-thats-out-of-the-way,s-feelings-emotions,Glad that's out of the way.,ග්ලැඩ් දැට්ස් අවුට් ඔෆ් ද වේ,ඒක ඉවර වුණ එක හොඳයි.,intermediate
whats-next,s-asking-questions,What's next?,වට්ස් නෙක්ස්ට්?,ඊළඟට මොකක්ද?,beginner
moving-on,s-everyday-conversations,Moving on.,මූවින් ඔන්,ඊළඟ වැඩේට යමු.,beginner
lets-switch-gears,s-everyday-conversations,Let's switch gears.,ලෙට්ස් ස්විච් ගියර්ස්,දැන් වෙන වැඩකට/මාතෘකාවකට මාරු වෙමු.,beginner
im-losing-steam,s-everyday-conversations,I'm losing steam.,අයිම් ලූසින් ස්ටීම්,මගේ ශක්තිය අඩු වෙමින් යනවා.,beginner
my-brains-fried,s-everyday-conversations,My brain's fried.,මයි බ්‍රේන්ස් ෆ්‍රයිඩ්,දැන් හිතන්නවත් බැරි තරම් මම මහන්සියි.,beginner
i-cant-think-straight,s-everyday-conversations,I can't think straight.,අයි කෑන්ට් තිංක් ස්ට්‍රේට්,මට හරියට හිතන්න බෑ.,beginner
im-running-on-empty,s-everyday-conversations,I'm running on empty.,අයිම් රනින් ඔන් එම්ප්ටි,මගේ ශක්තිය සම්පූර්ණයෙන්ම වගේ ඉවරයි.,beginner
i-need-another-coffee,s-restaurants-food,I need another coffee.,අයි නීඩ් අනදර් කොෆී,මට තව කෝපි එකක් ඕන.,beginner
i-need-a-pick-me-up,s-everyday-conversations,I need a pick-me-up.,අයි නීඩ් අ පික් මී අප්,මගේ ශක්තිය ටිකක් වැඩි කරගන්න දෙයක් ඕන.,beginner
the-afternoon-slump-is-real,s-everyday-conversations,The afternoon slump is real.,දි ආෆ්ටර්නූන් ස්ලම්ප් ඉස් රියල්,දවල් පස්සේ එන නිදිමත ඇත්තටම අමාරුයි.,beginner
im-fading-fast,s-everyday-conversations,I'm fading fast.,අයිම් ෆේඩින් ෆාස්ට්,මගේ ශක්තිය ඉක්මනට අඩු වෙනවා.,beginner
let-me-clear-my-head,s-everyday-conversations,Let me clear my head.,ලෙට් මී ක්ලියර් මයි හෙඩ්,මගේ ඔළුව ටිකක් නිදහස් කරගන්න දෙන්න.,beginner
ill-come-back-to-it,s-everyday-conversations,I'll come back to it.,අයිල් කම් බැක් ටු ඉට්,මම පස්සේ ආයෙත් මේක බලන්නම්.,beginner
lets-leave-it-for-now,s-everyday-conversations,Let's leave it for now.,ලෙට්ස් ලීව් ඉට් ෆෝර් නව්,දැනට මේක පැත්තකින් තියමු.,beginner
thats-me-done,s-everyday-conversations,That's me done.,දැට්ස් මී ඩන්,මගේ වැඩ දැන් ඉවරයි.,beginner
im-done-for-the-day,s-everyday-conversations,I'm done for the day.,අයිම් ඩන් ෆෝර් ද ඩේ,අදට මගේ වැඩ ඉවරයි.,beginner
im-wrapping-up,s-everyday-conversations,I'm wrapping up.,අයිම් රැපින් අප්,මම දැන් වැඩ ටික ඉවර කරමින් ඉන්නේ.,beginner
im-about-to-head-out,s-everyday-conversations,I'm about to head out.,අයිම් අබවුට් ටු හෙඩ් අවුට්,මම දැන් පිටත් වෙන්නයි යන්නේ.,beginner
im-heading-home,s-home,I'm heading home.,අයිම් හෙඩින් හෝම්,මම ගෙදර යනවා.,beginner
finally,s-everyday-conversations,Finally!,ෆයිනලි,අන්තිමේදී!,beginner
its-been-a-long-one,s-everyday-conversations,It's been a long one.,ඉට්ස් බීන් අ ලෝන්ග් වන්,අද දවස හරි දිගයි වගේ දැනුණේ.,beginner
im-beat,s-everyday-conversations,I'm beat.,අයිම් බීට්,මට හොඳටම මහන්සියි.,beginner
im-wiped-out,s-everyday-conversations,I'm wiped out.,අයිම් වයිප්ට් අවුට්,මගේ ශක්තිය සම්පූර්ණයෙන්ම ඉවරයි.,beginner
im-ready-to-crash,s-everyday-conversations,I'm ready to crash.,අයිම් රෙඩි ටු ක්‍රෑෂ්,මට දැන් ගිහින් වැටිලා නිදාගන්නයි ඕන.,beginner
i-need-to-unwind,s-everyday-conversations,I need to unwind.,අයි නීඩ් ටු අන්වයින්ඩ්,මට ටිකක් නිදහසේ ඉඳලා මහන්සිය අරින්න ඕන.,beginner
i-need-some-downtime,s-everyday-conversations,I need some downtime.,අයි නීඩ් සම් ඩවුන්ටයිම්,මට ටිකක් කිසි වැඩක් නැතුව නිදහසේ ඉන්න ඕන.,beginner
ive-had-enough-for-one-day,s-everyday-conversations,I've had enough for one day.,අයිව් හැඩ් ඉනෆ් ෆෝර් වන් ඩේ,අද දවසට මේ ඇති.,intermediate
tomorrows-another-day,s-making-plans,Tomorrow's another day.,ටුමොරෝස් අනදර් ඩේ,හෙට ආයෙත් අලුත් දවසක්.,beginner
ill-deal-with-it-tomorrow,s-business,I'll deal with it tomorrow.,අයිල් ඩීල් විත් ඉට් ටුමොරෝ,ඒක හෙට බලාගන්නම්.,beginner
im-home,s-home,I'm home!,අයිම් හෝම්,මම ගෙදර ආවා!,beginner
home-sweet-home,s-home,Home sweet home.,හෝම් ස්වීට් හෝම්,අන්තිමේදී මගේ ගෙදර!,beginner
its-good-to-be-home,s-home,It's good to be home.,ඉට්ස් ගුඩ් ටු බී හෝම්,ගෙදර ආවම තමයි සැනසීම.,beginner
im-finally-home,s-home,I'm finally home.,අයිම් ෆයිනලි හෝම්,අන්තිමේදී ගෙදර ආවා.,beginner
i-need-to-get-out-of,s-everyday-conversations,I need to get out of these clothes.,අයි නීඩ් ටු ගෙට් අවුට් ඔෆ් දීස් ක්ලෝත්ස්,මට මේ ඇඳුම් මාරු කරගන්න ඕන.,intermediate
let-me-change-into-something-comfortable,s-banking-money,Let me change into something comfortable.,ලෙට් මී චේන්ජ් ඉන්ටු සම්තින් කම්ෆටබල්,සුවපහසු ඇඳුමක් දාගන්න දෙන්න.,intermediate
im-going-to-freshen-up,s-everyday-conversations,I'm going to freshen up.,අයිම් ගෝයින් ටු ෆ්‍රෙෂන් අප්,මම ටිකක් සෝදගෙන එන්නම්.,beginner
i-need-a-hot-shower,s-everyday-conversations,I need a hot shower.,අයි නීඩ් අ හොට් ෂවර්,මට උණු වතුරෙන් හොඳ නාන එකක් ඕන.,beginner
that-feels-so-much-better,s-everyday-conversations,That feels so much better.,දැට් ෆීල්ස් සෝ මච් බෙටර්,දැන් ගොඩක් හොඳයි.,beginner
i-can-finally-relax,s-everyday-conversations,I can finally relax.,අයි කැන් ෆයිනලි රිලැක්ස්.,දැන් අන්තිමට මට relax වෙන්න පුළුවන්.,beginner
im-just-going-to-chill,s-everyday-conversations,I'm just going to chill.,අයිම් ජස්ට් ගෝයින් ටු චිල්,මම දැන් සරලව නිදහසේ ඉන්නවා.,beginner
im-going-to-take-it-easy,s-phrasal-verbs,I'm going to take it easy.,අයිම් ගෝයින් ටු ටේක් ඉට් ඊසි,මම දැන් නිදහසේ ඉන්නවා.,intermediate
i-need-to-put-my-feet,s-everyday-conversations,I need to put my feet up.,අයි නීඩ් ටු පුට් මයි ෆීට් අප්,මට දැන් වාඩි වෙලා හොඳට විවේක ගන්න ඕන.,intermediate
im-not-doing-anything-tonight,s-everyday-conversations,I'm not doing anything tonight.,අයිම් නොට් ඩූයින් එනිතින් ටුනයිට්,අද රෑ මම කිසි දෙයක් කරන්නෙ නෑ.,beginner
im-staying-in-tonight,s-everyday-conversations,I'm staying in tonight.,අයිම් ස්ටේයින් ඉන් ටුනයිට්,අද රෑ මම ගෙදරම ඉන්නවා.,beginner
im-taking-it-easy-tonight,s-everyday-conversations,I'm taking it easy tonight.,අයිම් ටේකින් ඉට් ඊසි ටුනයිට්,අද රෑ සැහැල්ලුවෙන් ඉන්නවා.,beginner
whats-for-dinner,s-restaurants-food,What's for dinner?,වට්ස් ෆෝර් ඩිනර්?,රෑට කන්න තියෙන්නේ මොනවද?,beginner
i-could-eat-a-horse,s-restaurants-food,I could eat a horse.,අයි කුඩ් ඊට් අ හෝර්ස්,මට මාර බඩගිනියි.,beginner
ill-have-something-light,s-everyday-conversations,I'll have something light.,අයිල් හැව් සම්තින් ලයිට්,මම සැහැල්ලු දෙයක් කන්නම්.,beginner
it-was-pretty-good,s-everyday-conversations,It was pretty good.,ඉට් වස් ප්‍රිටි ගුඩ්,දවස හොඳයි.,beginner
it-was-alright,s-everyday-conversations,It was alright.,ඉට් වස් ඕල්රයිට්,"අවුලක් නැහැ, හොඳයි.",beginner
it-was-exhausting,s-everyday-conversations,It was exhausting.,ඉට් වස් ඉග්සෝස්ටින්,හරිම මහන්සි දවසක්.,beginner
you-dont-even-want-to-know,s-everyday-conversations,You don't even want to know.,යූ ඩෝන්ට් ඊවන් වොන්ට් ටු නෝ,අද වුණ දේවල් නම් කියලා වැඩක් නෑ.,intermediate
long-story-short,s-everyday-conversations,Long story short...,ලෝන්ග් ස්ටෝරි ෂෝර්ට්,දිග කතාව කෙටියෙන් කිව්වොත්...,beginner
you-wouldnt-believe-what-happened,s-everyday-conversations,You wouldn't believe what happened.,යූ වුඩන්ට් බිලීව් වට් හැපන්ඩ්,අද වුණ දේ ඔයා විශ්වාස කරන එකක් නෑ.,beginner
guess-what-happened-today,s-everyday-conversations,Guess what happened today.,ගෙස් වට් හැපන්ඩ් ටුඩේ,අද මොකක් වුණාද කියලා හිතන්නකෝ.,beginner
that-made-my-day,s-everyday-conversations,That made my day.,දැට් මේඩ් මයි ඩේ,ඒකෙන් මගේ දවසම සතුටු වුණා.,beginner
that-was-the-highlight-of-my,s-everyday-conversations,That was the highlight of my day.,දැට් වස් ද හයිලයිට් ඔෆ් මයි ඩේ,අද දවසේ හොඳම සිද්ධිය ඒක.,intermediate
that-ruined-my-day,s-everyday-conversations,That ruined my day.,දැට් රූවින්ඩ් මයි ඩේ,ඒකෙන් මගේ දවසම අවුල් වුණා.,beginner
im-over-it-now,s-everyday-conversations,I'm over it now.,අයිම් ඕවර් ඉට් නව්,දැන් ඒක ගැන මම හිතන්නේ නෑ.,beginner
no-point-dwelling-on-it,s-everyday-conversations,No point dwelling on it.,නෝ පොයින්ට් ඩ්වෙලින් ඔන් ඉට්,ඒ ගැන දිගටම හිතලා වැඩක් නෑ.,beginner
tomorrows-a-fresh-start,s-making-plans,Tomorrow's a fresh start.,ටුමොරෝස් අ ෆ්‍රෙෂ් ස්ටාර්ට්,හෙට අලුතින් පටන් ගන්න පුළුවන්.,beginner
i-just-want-to-relax,s-everyday-conversations,I just want to relax.,අයි ජස්ට් වොන්ට් ටු රිලැක්ස්,මට දැන් නිදහසේ ඉන්න විතරයි ඕන.,beginner
im-switching-off-for-the-night,s-everyday-conversations,I'm switching off for the night.,අයිම් ස්විචින් ඔෆ් ෆෝර් ද නයිට්,අද රෑට මම වැඩ ගැන හිතන එක නවත්තනවා.,intermediate
what-are-you-up-to,s-asking-questions,What are you up to?,වට් ආර් යූ අප් ටු?,ඔයා දැන් මොනවද කරන්නේ?,beginner
not-much,s-everyday-conversations,Not much.,නොට් මච්,විශේෂ දෙයක් නෑ.,beginner
just-chilling,s-everyday-conversations,Just chilling.,ජස්ට් චිලින්,නිකන් නිදහසේ ඉන්නවා.,beginner
im-just-scrolling,s-everyday-conversations,I'm just scrolling.,අයිම් ජස්ට් ස්ක්‍රෝලින්,ෆෝන් එක බල බල ඉන්නවා.,beginner
im-catching-up-on-some-stuff,s-everyday-conversations,I'm catching up on some stuff.,අයිම් කැචින් අප් ඔන් සම් ස්ටෆ්,මඟහැරුණු වැඩ ටිකක් කරගෙන යනවා.,intermediate
im-watching-a-show,s-everyday-conversations,I'm watching a show.,අයිම් වොචින් අ ෂෝ,වැඩසටහනක්/සීරීස් එකක් බලනවා.,beginner
im-binge-watching-this-series,s-everyday-conversations,I'm binge-watching this series.,අයිම් බින්ජ් වොචින් දිස් සීරීස්,මේ සීරීස් එක දිගටම episodes ගොඩක් බලනවා.,beginner
one-more-episode,s-everyday-conversations,One more episode.,වන් මෝර් එපිසෝඩ්,තව එක episode එකක් විතරයි.,beginner
ive-lost-track-of-time,s-everyday-conversations,I've lost track of time.,අයිව් ලොස්ට් ට්‍රැක් ඔෆ් ටයිම්,වෙලාව යනවා මට දැනුණෙම නෑ.,beginner
its-getting-late,s-everyday-conversations,It's getting late.,ඉට්ස් ගෙටින් ලේට්,දැන් රෑ වෙමින් යනවා.,beginner
where-did-the-evening-go,s-asking-questions,Where did the evening go?,වෙයර් ඩිඩ් දි ඊව්නින් ගෝ?,හවස ගියේ කොහොමද කියලා දැනුණෙම නෑ.,beginner
i-should-probably-get-ready-for,s-home,I should probably get ready for bed.,අයි ෂුඩ් ප්‍රොබබ්ලි ගෙට් රෙඩි ෆෝර් බෙඩ්,දැන් නිදාගන්න ලෑස්ති වුණොත් හොඳයි.,intermediate
im-getting-sleepy,s-everyday-conversations,I'm getting sleepy.,අයිම් ගෙටින් ස්ලීපි,මට නිදිමත එනවා.,beginner
i-can-barely-keep-my-eyes,s-everyday-conversations,I can barely keep my eyes open.,අයි කැන් බෙයර්ලි කීප් මයි අයිස් ඕපන්,ඇස් ඇරගෙන ඉන්නත් අමාරුයි.,intermediate
im-nodding-off,s-everyday-conversations,I'm nodding off.,අයිම් නොඩින් ඔෆ්,මට ඉඳගෙනම නින්ද යනවා.,beginner
im-about-to-pass-out,s-everyday-conversations,I'm about to pass out.,අයිම් අබවුට් ටු පාස් අවුට්,මට දැන් හොඳටම නින්ද යන්නයි එන්නේ.,beginner
im-dead-tired,s-feelings-emotions,I'm dead tired.,අයිම් ඩෙඩ් ටයර්ඩ්,මට හොඳටම මහන්සියි.,beginner
im-ready-for-bed,s-home,I'm ready for bed.,අයිම් රෙඩි ෆෝර් බෙඩ්,මම දැන් නිදාගන්න ලෑස්තියි.,beginner
im-going-to-turn-in,s-everyday-conversations,I'm going to turn in.,අයිම් ගෝයින් ටු ටර්න් ඉන්,මම දැන් නිදාගන්න යනවා.,beginner
im-calling-it-a-night,s-everyday-conversations,I'm calling it a night.,අයිම් කෝලින් ඉට් අ නයිට්,අදට ඔක්කොම නවත්තලා නිදාගන්නවා.,beginner
im-off-to-bed,s-home,I'm off to bed.,අයිම් ඔෆ් ටු බෙඩ්,මම නිදාගන්න යනවා.,beginner
time-for-bed,s-home,Time for bed.,ටයිම් ෆෝර් බෙඩ්,දැන් නිදාගන්න වෙලාව.,beginner
bed-is-calling-my-name,s-home,Bed is calling my name.,බෙඩ් ඉස් කෝලින් මයි නේම්,මට දැන් හොඳටම නිදාගන්න ඕන.,beginner
i-need-some-shut-eye,s-everyday-conversations,I need some shut-eye.,අයි නීඩ් සම් ෂට් අයි,මට ටිකක් නිදාගන්න ඕන.,beginner
i-need-to-catch-some-zs,s-everyday-conversations,I need to catch some Z's.,අයි නීඩ් ටු කැච් සම් සීස්,මට ටිකක් නින්දක් ගන්න ඕන.,intermediate
i-need-a-good-nights-sleep,s-home,I need a good night's sleep.,අයි නීඩ් අ ගුඩ් නයිට්ස් ස්ලීප්,අද මට හොඳ නින්දක් ඕන.,intermediate
ive-got-an-early-start-tomorrow,s-making-plans,I've got an early start tomorrow.,අයිව් ගොට් ඇන් අර්ලි ස්ටාර්ට් ටුමොරෝ,හෙට මට උදෙන්ම වැඩ පටන් ගන්න තියෙනවා.,intermediate
ive-got-a-big-day-tomorrow,s-making-plans,I've got a big day tomorrow.,අයිව් ගොට් අ බිග් ඩේ ටුමොරෝ,හෙට මට වැදගත් වැඩ ගොඩක් තියෙනවා.,intermediate
id-better-get-some-sleep,s-home,I'd better get some sleep.,අයිඩ් බෙටර් ගෙට් සම් ස්ලීප්,මම දැන් නිදාගත්තොත් හොඳයි.,beginner
im-setting-my-alarm,s-everyday-conversations,I'm setting my alarm.,අයිම් සෙටින් මයි අලාර්ම්,මම alarm එක තියනවා.,beginner
hopefully-i-wake-up-on-time,s-airport,Hopefully I wake up on time.,හෝප්ෆුලි අයි වේක් අප් ඔන් ටයිම්,වෙලාවට ඇහැරෙයි කියලා හිතනවා.,intermediate
dont-let-me-oversleep,s-everyday-conversations,Don't let me oversleep.,ඩෝන්ට් ලෙට් මී ඕවර්ස්ලීප්,මට වැඩිපුර නිදාගන්න දෙන්න එපා.,beginner
night,s-everyday-conversations,Night!,නයිට්,සුබ රාත්‍රියක්.,beginner
sleep-tight,s-home,Sleep tight.,ස්ලීප් ටයිට්,සුවසේ නිදාගන්න.,beginner
see-you-in-the-morning,s-everyday-conversations,See you in the morning.,සී යූ ඉන් ද මෝර්නින්,උදේ හම්බෙමු.,beginner
and-thats-a-wrap-for-today,s-phrasal-verbs,And that's a wrap for today.,ඇන්ඩ් දැට්ස් අ රැප් ෆෝර් ටුඩේ,එහෙනම් අද දවසට ඔක්කොම ඉවරයි.,intermediate
im-just-taking-it-easy,s-everyday-conversations,I'm just taking it easy.,අයිම් ජස්ට් ටේකිං ඉට් ඊසි.,මං නිකන් සැහැල්ලුවෙන් ඉන්නවා.,beginner
im-just-doing-my-thing,s-everyday-conversations,I'm just doing my thing.,අයිම් ජස්ට් ඩූයිං මයි තිං.,මං මගේ වැඩේ කරගෙන ඉන්නවා.,beginner
im-minding-my-own-business,s-business,I'm minding my own business.,අයිම් මයින්ඩිං මයි ඕන් බිස්නස්.,මං මගේ පාඩුවේ ඉන්නවා.,beginner
im-keeping-to-myself-today,s-everyday-conversations,I'm keeping to myself today.,අයිම් කීපිං ටු මයිසෙල්ෆ් ටුඩේ.,අද මං ටිකක් තනියම ඉන්නවා.,beginner
